service_id,customer_id,vehicle_id,dealer_id,service_date,service_type,service_cost,customer_satisfaction_score
7503,4130,138,86,2025-06-01,Repair,3517000,4
7504,5002,104,94,2024-09-29,Periodic,1617000,4
7505,5002,104,94,2025-03-21,Warranty,37000,5
7506,5002,104,94,2023-05-16,Repair,5173000,5
7507,4194,112,97,2023-10-02,Warranty,104000,4
7508,5048,115,80,2024-03-02,Periodic,1356000,5
7509,5048,115,80,2022-09-11,Periodic,1767000,5
7510,3241,116,88,2021-05-08,Periodic,1669000,5
7511,3241,116,88,2023-12-01,Warranty,10000,4
7512,3241,116,88,2021-02-14,Periodic,1809000,4
7513,5483,111,64,2021-03-04,Repair,5759000,5
7514,5483,111,64,2022-12-29,Periodic,1129000,4
7515,1998,113,113,2024-06-26,Repair,7605000,3
7516,2191,121,115,2022-11-21,Periodic,922000,4
7517,2191,121,115,2022-12-04,Periodic,1547000,3
7518,4403,136,77,2024-09-15,Periodic,1077000,4
7519,4403,136,77,2024-09-10,Periodic,938000,2
7520,5392,122,103,2025-03-27,Periodic,1194000,5
7521,3939,101,90,2025-11-18,Periodic,1639000,4
7522,3939,101,90,2025-12-12,Periodic,1509000,5
7523,3736,108,103,2020-10-28,Periodic,1118000,5
7524,3736,108,103,2022-03-07,Body & Paint,10910000,4
7525,3616,129,12,2025-10-11,Periodic,1884000,5
7526,3616,129,12,2024-06-12,Periodic,1658000,4
7527,3297,132,17,2024-07-03,Body & Paint,7015000,4
7528,3297,132,17,2023-07-27,Periodic,764000,4
7529,3297,132,17,2022-11-08,Periodic,1764000,4
7530,2351,105,88,2025-03-04,Repair,4130000,4
7531,1118,108,31,2021-07-10,Periodic,993000,4
7532,1118,108,31,2021-01-26,Repair,5271000,4
7533,1118,108,31,2023-11-30,Periodic,1884000,5
7534,2466,126,36,2024-03-23,Periodic,1728000,5
7535,2466,126,36,2022-02-13,Periodic,1966000,3
7536,2466,126,36,2023-05-22,Periodic,861000,5
7537,2130,144,25,2024-03-24,Periodic,1837000,4
7538,2130,144,25,2024-11-26,Periodic,1630000,1
7539,4229,134,49,2024-05-30,Periodic,801000,5
7540,4667,138,68,2023-12-14,Periodic,1637000,4
7541,4667,138,68,2021-10-04,Warranty,326000,5
7542,3761,130,20,2023-03-02,Periodic,966000,4
7543,3761,130,20,2024-01-22,Repair,2673000,5
7544,3766,104,76,2022-07-05,Periodic,1314000,5
7545,3766,104,76,2023-06-14,Periodic,1930000,5
7546,2475,128,78,2025-12-19,Periodic,1827000,5
7547,2475,128,78,2023-11-30,Repair,2141000,3
7548,2475,128,78,2025-07-30,Body & Paint,11768000,3
7549,3918,115,109,2025-01-16,Periodic,1004000,2
7550,2423,127,107,2025-08-13,Repair,3255000,5
7551,3841,107,120,2025-04-29,Repair,3423000,5
7552,2461,106,4,2024-07-29,Periodic,1914000,4
7553,2461,106,4,2023-10-29,Periodic,1734000,5
7554,2461,106,4,2021-04-10,Repair,4430000,4
7555,5304,136,102,2025-09-11,Warranty,379000,5
7556,4174,113,76,2025-11-15,Repair,5082000,5
7557,4174,113,76,2025-12-06,Periodic,1586000,4
7558,3014,117,32,2022-09-20,Periodic,2000000,1
7559,3014,117,32,2024-07-25,Periodic,1821000,4
7560,1074,138,89,2024-10-09,Periodic,1208000,5
7561,1074,138,89,2024-06-16,Warranty,315000,5
7562,3588,126,11,2024-12-31,Periodic,2154000,5
7563,3588,112,58,2025-01-16,Periodic,1447000,5
7564,3588,112,58,2025-05-03,Body & Paint,6628000,5
7565,3588,112,58,2023-05-23,Periodic,601000,5
7566,3834,125,29,2025-05-28,Repair,6740000,5
7567,3442,139,65,2025-11-12,Periodic,989000,5
7568,2144,114,31,2025-10-04,Body & Paint,6412000,3
7569,2573,149,2,2025-01-20,Repair,4014000,4
7570,2573,149,2,2024-09-08,Periodic,1398000,2
7571,3307,142,15,2025-09-10,Periodic,1038000,3
7572,3307,142,15,2025-01-14,Periodic,1351000,1
7573,3995,110,44,2025-09-01,Warranty,428000,4
7574,3804,112,45,2025-05-02,Periodic,657000,4
7575,3301,138,108,2025-07-31,Periodic,1110000,5
7576,3570,129,108,2024-12-07,Periodic,1670000,5
7577,1897,114,109,2025-02-07,Repair,5491000,1
7578,1897,114,109,2025-06-02,Periodic,1361000,4
7579,1897,114,109,2023-08-19,Body & Paint,8987000,5
7580,3514,105,56,2025-05-19,Periodic,1451000,4
7581,4289,106,47,2024-05-25,Repair,3913000,3
7582,1198,102,35,2022-10-15,Repair,7671000,4
7583,1198,102,35,2021-10-05,Repair,1983000,3
7584,2894,176,44,2023-07-05,Repair,4608000,4
7585,2894,176,44,2023-04-11,Periodic,1130000,5
7586,2002,120,47,2023-08-10,Repair,5744000,4
7587,2002,120,47,2024-12-08,Periodic,1306000,5
7588,2002,120,47,2024-05-30,Periodic,1836000,4
7589,3860,105,89,2024-03-14,Warranty,411000,3
7590,2432,103,25,2024-10-14,Repair,7547000,2
7591,4820,131,110,2022-05-05,Periodic,2122000,5
7592,4820,131,110,2022-10-30,Warranty,476000,5
7593,3632,130,52,2025-11-02,Body & Paint,4580000,5
7594,2815,150,34,2024-09-07,Periodic,1940000,4
7595,2815,150,34,2022-12-21,Body & Paint,9133000,3
7596,5321,106,12,2025-05-21,Periodic,1479000,5
7597,1584,139,49,2024-01-08,Warranty,36000,3
7598,1584,139,49,2022-03-10,Periodic,770000,3
7599,1584,139,49,2024-06-02,Periodic,1915000,5
7600,1560,109,8,2025-04-13,Repair,2134000,5
7601,4303,152,94,2025-02-08,Repair,4152000,5
7602,2360,129,16,2025-03-25,Repair,4215000,2
7603,2360,129,16,2022-10-16,Periodic,1082000,1
7604,2360,129,16,2024-05-09,Repair,4343000,1
7605,2242,165,7,2024-01-08,Periodic,1886000,2
7606,2242,165,7,2024-05-04,Warranty,117000,4
7607,1095,115,101,2023-05-13,Periodic,845000,3
7608,1095,115,101,2023-12-04,Periodic,969000,4
7609,1095,115,101,2024-06-01,Periodic,2032000,1
7610,1672,158,56,2024-04-30,Repair,3016000,3
7611,4260,116,50,2025-10-18,Periodic,2075000,2
7612,4260,116,50,2025-09-01,Repair,6969000,3
7613,2600,113,34,2024-11-17,Repair,2468000,5
7614,3522,111,105,2024-12-04,Repair,2061000,5
7615,3522,111,105,2025-01-17,Periodic,723000,4
7616,1039,131,51,2022-01-19,Periodic,894000,1
7617,1039,131,51,2023-04-07,Periodic,1229000,5
7618,2293,124,49,2025-05-28,Periodic,1636000,5
7619,4131,111,54,2025-03-21,Periodic,1546000,2
7620,1455,104,17,2024-08-09,Periodic,841000,5
7621,1455,104,17,2022-11-21,Periodic,1953000,5
7622,1455,104,17,2022-10-28,Periodic,1067000,4
7623,1451,124,9,2024-10-19,Warranty,452000,3
7624,1451,124,9,2022-09-13,Repair,5549000,4
7625,3560,162,115,2023-04-01,Periodic,1006000,5
7626,2218,118,97,2025-12-14,Repair,3909000,3
7627,2218,118,97,2025-12-15,Repair,1757000,1
7628,1966,101,72,2023-10-29,Periodic,1480000,5
7629,1966,101,72,2025-02-15,Periodic,671000,4
7630,1966,101,72,2025-01-26,Periodic,1208000,5
7631,5063,177,115,2021-10-13,Periodic,1697000,2
7632,5063,177,115,2024-05-04,Warranty,479000,5
7633,5063,177,115,2021-07-28,Periodic,1140000,5
7634,3175,144,39,2023-01-15,Repair,4081000,5
7635,3175,144,39,2024-08-11,Repair,4766000,4
7636,3175,144,39,2022-05-19,Periodic,1918000,5
7637,5140,122,98,2025-12-19,Warranty,237000,4
7638,3384,122,43,2024-08-30,Periodic,2058000,4
7639,3838,113,114,2023-10-26,Periodic,1207000,2
7640,3838,113,114,2025-12-11,Periodic,1411000,5
7641,5013,107,116,2024-04-19,Periodic,2091000,5
7642,5013,107,116,2024-05-19,Periodic,1548000,4
7643,3253,108,97,2025-04-28,Periodic,1062000,5
7644,1743,113,41,2022-07-29,Periodic,2114000,3
7645,1743,113,41,2023-01-16,Periodic,2191000,4
7646,1743,113,41,2022-05-01,Periodic,2086000,3
7647,4642,125,119,2025-03-09,Warranty,336000,4
7648,5298,117,113,2025-12-30,Repair,5550000,5
7649,4788,112,7,2025-02-14,Repair,2860000,5
7650,4788,112,7,2024-05-31,Periodic,1337000,5
7651,4788,112,7,2024-07-16,Warranty,44000,4
7652,5436,106,81,2025-05-23,Periodic,2167000,5
7653,2561,130,2,2025-08-09,Periodic,1777000,5
7654,3640,114,37,2025-09-16,Repair,2545000,5
7655,4689,103,56,2024-09-07,Warranty,368000,4
7656,4689,103,56,2025-09-02,Body & Paint,2929000,4
7657,3354,141,111,2025-08-29,Repair,7141000,5
7658,3354,141,111,2025-05-03,Periodic,1691000,2
7659,5419,122,10,2021-05-30,Periodic,1081000,5
7660,5419,122,10,2023-04-30,Periodic,1072000,4
7661,5419,122,10,2021-06-26,Periodic,1060000,4
7662,2835,141,95,2023-04-03,Periodic,1520000,5
7663,4410,156,47,2025-04-02,Periodic,1991000,5
7664,4410,156,47,2025-09-16,Repair,5316000,5
7665,2385,136,71,2023-07-17,Periodic,1339000,4
7666,2385,136,71,2025-01-06,Periodic,1518000,5
7667,1072,106,97,2025-03-13,Periodic,1729000,5
7668,1072,106,97,2024-08-09,Periodic,1788000,5
7669,4359,162,87,2024-07-27,Warranty,23000,5
7670,3635,109,119,2025-03-02,Periodic,1550000,4
7671,5424,106,107,2025-07-24,Periodic,1571000,5
7672,5100,132,53,2024-09-20,Periodic,1657000,2
7673,4157,110,27,2024-06-16,Periodic,1985000,5
7674,4157,110,27,2025-01-23,Periodic,815000,5
7675,4153,110,108,2022-12-31,Warranty,55000,4
7676,4153,110,108,2025-11-15,Warranty,183000,5
7677,4153,110,108,2024-06-20,Periodic,2028000,5
7678,1437,103,10,2021-06-28,Warranty,158000,5
7679,1437,103,10,2023-09-21,Warranty,320000,3
7680,1437,103,10,2023-07-11,Repair,7797000,5
7681,4251,124,88,2025-01-30,Body & Paint,7423000,4
7682,3601,136,72,2025-01-25,Repair,6500000,4
7683,3518,114,77,2025-01-31,Periodic,758000,5
7684,3175,149,53,2024-04-06,Repair,5338000,4
7685,1418,118,51,2022-07-24,Periodic,1053000,5
7686,4490,176,58,2024-07-10,Repair,7177000,5
7687,3007,109,51,2023-04-29,Warranty,246000,4
7688,3007,109,51,2024-02-19,Warranty,213000,2
7689,3007,109,51,2024-10-17,Repair,2695000,2
7690,3946,111,96,2024-01-10,Repair,2047000,2
7691,3946,111,96,2024-03-14,Warranty,430000,5
7692,3946,111,96,2022-12-07,Periodic,1489000,5
7693,2769,132,91,2024-01-26,Repair,4513000,3
7694,2769,132,91,2024-06-20,Periodic,1835000,5
7695,2874,103,83,2025-12-29,Periodic,1558000,3
7696,2874,103,83,2024-12-19,Repair,4716000,4
7697,2143,116,22,2024-06-24,Body & Paint,4881000,5
7698,2143,116,22,2024-03-16,Warranty,213000,5
7699,4273,129,116,2021-08-01,Body & Paint,7497000,3
7700,4273,129,116,2022-10-26,Repair,2054000,5
7701,4273,129,116,2022-03-03,Periodic,1145000,4
7702,1274,139,47,2024-12-28,Repair,7825000,5
7703,2153,101,34,2025-06-07,Repair,4827000,5
7704,5452,107,110,2025-05-02,Periodic,665000,5
7705,1242,111,100,2025-02-22,Repair,6091000,5
7706,4539,156,66,2025-02-03,Warranty,384000,3
7707,4539,156,66,2025-09-10,Periodic,1549000,4
7708,3728,122,119,2023-04-21,Body & Paint,11747000,4
7709,3728,122,119,2024-07-08,Periodic,1684000,4
7710,4132,124,19,2025-10-15,Warranty,67000,5
7711,4833,123,85,2025-07-18,Periodic,1033000,2
7712,4768,103,3,2022-09-22,Periodic,869000,4
7713,4768,103,3,2024-02-28,Periodic,1454000,3
7714,4768,103,3,2024-05-12,Repair,3897000,1
7715,2298,124,60,2022-03-06,Periodic,754000,4
7716,2977,121,107,2025-06-10,Repair,6622000,5
7717,2947,119,3,2023-05-13,Repair,2417000,5
7718,2947,119,3,2025-07-03,Repair,2482000,4
7719,2945,128,111,2025-02-20,Periodic,828000,5
7720,2945,128,111,2025-03-23,Periodic,1332000,5
7721,4005,132,53,2025-04-18,Warranty,18000,3
7722,4005,132,53,2025-12-16,Body & Paint,5256000,5
7723,3672,104,96,2025-06-13,Periodic,1151000,4
7724,3672,104,96,2025-07-21,Warranty,65000,5
7725,3545,130,100,2025-03-18,Periodic,1580000,4
7726,3545,130,100,2024-03-26,Repair,2987000,5
7727,3545,130,100,2022-09-17,Periodic,2164000,4
7728,5431,149,45,2025-08-15,Warranty,59000,5
7729,4438,125,64,2022-01-04,Periodic,1338000,5
7730,4438,125,64,2023-01-29,Repair,2070000,5
7731,1076,121,99,2024-05-24,Repair,2886000,1
7732,1833,120,100,2021-12-19,Repair,3874000,2
7733,1833,120,100,2022-07-03,Periodic,1638000,5
7734,1707,151,103,2023-04-22,Repair,5388000,5
7735,1707,151,103,2024-06-29,Body & Paint,8300000,3
7736,2455,132,60,2022-01-28,Periodic,1530000,2
7737,2455,132,60,2024-04-24,Periodic,1060000,5
7738,2553,116,83,2024-03-05,Repair,7484000,4
7739,3845,103,83,2024-12-01,Periodic,804000,4
7740,3845,103,83,2024-11-22,Periodic,1017000,4
7741,3965,102,36,2025-04-10,Periodic,1067000,4
7742,3965,102,36,2024-11-10,Body & Paint,5331000,5
7743,5356,116,34,2025-08-15,Periodic,1350000,1
7744,5356,116,34,2024-03-04,Periodic,922000,4
7745,5356,116,34,2025-04-11,Periodic,807000,4
7746,2297,170,30,2021-10-06,Periodic,1131000,4
7747,2297,170,30,2022-08-08,Repair,6933000,3
7748,3118,106,3,2020-10-09,Repair,7014000,3
7749,2463,111,88,2024-11-10,Periodic,1880000,5
7750,3495,157,37,2024-02-27,Periodic,1997000,4
7751,4150,133,19,2025-10-10,Warranty,292000,5
7752,5291,118,48,2024-09-04,Repair,6152000,5
7753,5291,118,48,2025-06-21,Warranty,112000,5
7754,1159,128,111,2021-07-28,Periodic,805000,4
7755,1159,128,111,2021-07-26,Repair,2895000,3
7756,1075,119,118,2024-12-01,Periodic,1421000,5
7757,1075,119,118,2024-03-23,Periodic,809000,3
7758,1133,132,48,2025-12-13,Periodic,2077000,3
7759,2586,173,90,2024-10-30,Periodic,752000,5
7760,2586,173,90,2024-07-19,Periodic,1970000,4
7761,2586,173,90,2024-08-07,Periodic,737000,3
7762,1418,105,53,2025-02-15,Warranty,202000,4
7763,4277,101,96,2025-05-14,Warranty,78000,2
7764,5299,104,59,2025-12-02,Periodic,1299000,5
7765,5126,109,42,2021-02-16,Body & Paint,4337000,4
7766,3015,120,18,2021-08-10,Body & Paint,5345000,4
7767,2974,110,22,2025-05-31,Repair,6845000,2
7768,1386,150,83,2022-03-04,Periodic,918000,2
7769,1386,150,83,2021-10-16,Periodic,1458000,5
7770,4510,103,73,2025-09-29,Periodic,1780000,5
7771,1905,128,24,2023-12-18,Repair,6681000,4
7772,1905,128,24,2025-08-14,Repair,1787000,4
7773,1905,128,24,2023-08-25,Repair,2462000,5
7774,5075,104,88,2025-11-02,Body & Paint,4943000,5
7775,1449,132,20,2025-09-11,Repair,4249000,5
7776,1945,143,68,2025-07-23,Periodic,2130000,5
7777,5050,102,62,2025-07-14,Periodic,721000,4
7778,5050,102,62,2024-02-01,Warranty,452000,5
7779,1117,105,4,2025-11-24,Repair,7192000,4
7780,1117,105,4,2025-08-30,Repair,6628000,4
7781,2178,153,3,2022-09-01,Periodic,1826000,5
7782,2178,153,3,2024-11-11,Repair,7921000,4
7783,2178,153,3,2023-07-13,Repair,2766000,5
7784,4332,135,72,2025-09-30,Periodic,1460000,5
7785,2606,138,3,2025-12-09,Repair,5016000,4
7786,1463,119,82,2024-10-07,Body & Paint,4275000,5
7787,1463,119,82,2024-08-16,Periodic,1569000,3
7788,1276,125,88,2025-12-08,Periodic,1272000,1
7789,1355,139,101,2025-04-02,Periodic,2101000,3
7790,5454,140,38,2023-06-02,Warranty,206000,4
7791,5454,140,38,2025-09-01,Periodic,1134000,5
7792,1963,168,40,2024-03-02,Periodic,1706000,4
7793,5302,129,20,2025-01-08,Body & Paint,6209000,4
7794,1584,123,22,2025-06-19,Body & Paint,2999000,5
7795,4191,112,48,2025-11-28,Periodic,1422000,3
7796,4191,112,48,2023-11-10,Body & Paint,9595000,5
7797,3937,108,54,2025-05-05,Repair,7986000,5
7798,3937,108,54,2022-09-22,Repair,7108000,5
7799,2893,131,26,2025-08-19,Periodic,714000,4
7800,3337,109,111,2025-11-04,Body & Paint,7228000,5
7801,2165,127,36,2025-11-12,Periodic,1305000,3
7802,2165,127,36,2022-12-05,Periodic,1401000,4
7803,2165,127,36,2025-02-01,Periodic,1533000,5
7804,4730,109,45,2022-02-21,Repair,4697000,5
7805,4730,109,45,2022-05-23,Periodic,1279000,4
7806,3705,149,71,2023-06-07,Body & Paint,6441000,4
7807,3705,149,71,2024-06-26,Periodic,2104000,5
7808,1428,110,100,2024-02-17,Periodic,1542000,4
7809,3361,108,38,2025-12-09,Periodic,794000,5
7810,3950,143,116,2023-07-31,Periodic,697000,3
7811,3950,143,116,2023-08-09,Periodic,1673000,5
7812,3201,108,31,2025-05-06,Periodic,1571000,4
7813,1369,106,16,2021-06-13,Repair,6693000,2
7814,1369,106,16,2023-08-26,Periodic,981000,4
7815,1369,106,16,2021-12-26,Periodic,1107000,3
7816,2952,135,56,2025-09-07,Periodic,707000,2
7817,2952,135,56,2025-02-02,Periodic,1741000,4
7818,1718,101,73,2025-07-16,Periodic,1243000,4
7819,1718,101,73,2025-12-28,Repair,3679000,4
7820,4223,133,104,2023-05-08,Periodic,772000,5
7821,4223,133,104,2023-01-23,Body & Paint,4856000,4
7822,3090,103,19,2025-07-07,Periodic,1004000,1
7823,4957,102,113,2023-11-24,Repair,6596000,5
7824,4957,102,113,2024-09-20,Periodic,2183000,2
7825,4971,132,6,2025-09-16,Body & Paint,9569000,5
7826,2795,103,31,2024-10-18,Body & Paint,9225000,5
7827,4082,103,119,2025-11-14,Periodic,1699000,4
7828,1710,107,98,2024-06-02,Repair,5013000,5
7829,1710,107,98,2024-01-07,Repair,2818000,4
7830,1586,123,49,2024-05-24,Periodic,1488000,3
7831,1586,123,49,2025-06-11,Repair,7488000,4
7832,1586,123,49,2024-11-17,Periodic,1262000,5
7833,1661,116,119,2023-01-06,Periodic,824000,4
7834,1661,116,119,2022-10-18,Repair,3970000,4
7835,4436,116,84,2022-10-08,Periodic,1987000,5
7836,4436,116,84,2022-06-28,Periodic,1504000,4
7837,4436,116,84,2021-09-05,Repair,4178000,5
7838,4008,114,89,2025-04-12,Repair,3113000,4
7839,4556,110,55,2023-08-22,Periodic,1832000,5
7840,4556,110,55,2021-11-07,Warranty,59000,5
7841,3365,184,14,2025-04-30,Repair,7821000,4
7842,3365,184,14,2024-06-01,Periodic,2071000,2
7843,2346,101,62,2023-06-01,Periodic,1924000,4
7844,2346,101,62,2021-11-05,Periodic,1905000,5
7845,1957,109,17,2023-07-31,Repair,7809000,4
7846,1957,109,17,2024-03-23,Repair,4179000,5
7847,1957,109,17,2021-10-19,Warranty,16000,4
7848,1651,104,74,2024-10-25,Periodic,1242000,4
7849,1651,104,74,2024-09-28,Periodic,1364000,5
7850,1651,104,74,2023-07-09,Periodic,1485000,4
7851,2749,116,45,2023-01-28,Body & Paint,10923000,4
7852,1904,107,70,2025-12-08,Periodic,2035000,4
7853,4742,120,39,2024-02-15,Warranty,124000,5
7854,1383,110,46,2022-10-07,Periodic,1023000,1
7855,1383,110,46,2023-01-13,Repair,6605000,5
7856,1383,110,46,2023-09-02,Periodic,1481000,3
7857,5458,116,84,2025-11-26,Repair,2563000,4
7858,1488,122,26,2022-02-14,Periodic,1609000,5
7859,1488,122,26,2024-10-18,Repair,2068000,3
7860,4862,140,92,2024-10-04,Warranty,79000,5
7861,1063,157,101,2025-07-09,Periodic,1319000,5
7862,1063,157,101,2024-02-18,Periodic,1284000,4
7863,3779,103,74,2025-05-14,Periodic,755000,5
7864,3779,103,74,2025-10-30,Repair,2691000,4
7865,3839,136,77,2025-11-25,Repair,3879000,4
7866,1572,119,104,2022-12-27,Repair,1910000,3
7867,1572,119,104,2021-01-17,Repair,4692000,5
7868,1572,119,104,2022-04-04,Periodic,1767000,5
7869,5234,136,65,2024-09-29,Body & Paint,3110000,4
7870,3223,123,10,2024-10-29,Warranty,69000,4
7871,3919,116,77,2022-05-14,Warranty,16000,5
7872,3919,116,77,2024-05-19,Repair,6896000,5
7873,3919,116,77,2022-05-30,Periodic,1860000,4
7874,4772,110,12,2025-03-25,Periodic,1209000,3
7875,5157,109,22,2025-12-07,Body & Paint,10680000,5
7876,1382,115,46,2025-12-06,Repair,5489000,3
7877,1382,115,46,2025-12-14,Periodic,1347000,3
7878,1266,124,51,2025-10-11,Periodic,1235000,5
7879,3769,136,80,2024-03-07,Periodic,1235000,2
7880,3769,136,80,2023-08-10,Body & Paint,2210000,5
7881,5203,148,21,2025-11-06,Repair,6137000,5
7882,5203,148,21,2025-08-01,Periodic,1092000,5
7883,2073,122,49,2024-03-13,Periodic,1480000,5
7884,1986,152,49,2024-11-22,Periodic,1697000,3
7885,2211,101,66,2025-08-16,Periodic,1431000,5
7886,2211,101,66,2024-02-23,Periodic,702000,2
7887,3118,131,51,2025-08-03,Repair,5814000,4
7888,2082,108,57,2023-11-10,Warranty,335000,4
7889,2082,108,57,2021-12-23,Periodic,2099000,4
7890,2082,108,57,2024-02-19,Repair,5883000,4
7891,2439,134,63,2023-11-19,Repair,1824000,5
7892,2439,134,63,2024-11-18,Periodic,1637000,4
7893,2439,134,63,2023-08-15,Body & Paint,5304000,4
7894,4967,128,43,2025-11-25,Periodic,1359000,5
7895,3907,131,67,2025-11-15,Periodic,846000,5
7896,5342,105,5,2022-08-12,Periodic,645000,5
7897,5342,105,5,2022-01-31,Periodic,2039000,5
7898,1602,108,95,2023-01-21,Periodic,1469000,5
7899,1602,108,95,2022-06-02,Repair,7704000,5
7900,2936,105,82,2025-06-02,Periodic,647000,5
7901,4623,154,22,2022-12-09,Repair,7623000,4
7902,4623,154,22,2023-04-29,Repair,4178000,4
7903,1776,105,68,2025-01-31,Warranty,62000,5
7904,1776,105,68,2022-11-02,Repair,3572000,4
7905,5012,114,60,2022-08-06,Warranty,415000,4
7906,5012,114,60,2022-10-24,Body & Paint,9724000,3
7907,3032,110,87,2024-10-02,Periodic,2006000,5
7908,3032,110,87,2025-01-08,Body & Paint,4211000,5
7909,4525,106,64,2020-10-29,Periodic,1902000,2
7910,4525,106,64,2022-05-06,Periodic,640000,4
7911,4525,106,64,2023-11-13,Periodic,1089000,5
7912,1105,113,114,2024-08-11,Periodic,764000,5
7913,1105,113,114,2025-12-04,Periodic,1053000,4
7914,1105,113,114,2023-12-13,Periodic,1736000,5
7915,3254,128,68,2025-07-02,Repair,7942000,5
7916,5040,109,73,2024-11-14,Periodic,989000,4
7917,5040,109,73,2024-06-20,Body & Paint,9603000,5
7918,5040,109,73,2024-11-30,Periodic,1948000,5
7919,1170,119,82,2023-09-13,Periodic,1321000,5
7920,3938,124,18,2023-10-23,Warranty,17000,3
7921,1684,109,48,2024-11-22,Periodic,650000,3
7922,2948,140,21,2025-11-29,Periodic,1263000,4
7923,4289,111,12,2025-11-05,Periodic,1834000,3
7924,2913,104,104,2025-09-27,Periodic,977000,5
7925,2913,104,104,2025-03-29,Body & Paint,4337000,4
7926,3012,120,98,2022-03-02,Repair,6287000,5
7927,3012,120,98,2022-06-03,Periodic,1558000,4
7928,4541,144,72,2025-05-25,Periodic,2104000,3
7929,2641,108,55,2025-07-21,Warranty,488000,4
7930,3615,122,77,2024-02-11,Periodic,933000,4
7931,5277,122,98,2024-05-08,Warranty,8000,5
7932,2511,125,5,2023-09-26,Periodic,815000,5
7933,2511,125,5,2024-06-02,Periodic,1417000,4
7934,2774,117,1,2025-10-08,Periodic,1053000,4
7935,5436,105,29,2025-03-28,Warranty,68000,5
7936,5436,105,29,2023-05-19,Periodic,993000,5
7937,5436,105,29,2025-10-30,Periodic,1149000,3
7938,3488,113,97,2025-09-21,Periodic,1289000,5
7939,3488,113,97,2025-03-31,Periodic,1191000,5
7940,2240,112,87,2025-04-16,Repair,4877000,5
7941,2240,112,87,2023-05-20,Periodic,1120000,5
7942,2240,112,87,2024-02-10,Periodic,796000,4
7943,1734,150,21,2025-06-01,Periodic,876000,4
7944,1734,150,21,2024-05-04,Warranty,46000,3
7945,1564,121,27,2024-05-27,Repair,2399000,5
7946,1564,121,27,2023-05-04,Periodic,1029000,5
7947,4600,132,40,2023-08-06,Periodic,1300000,5
7948,4600,132,40,2024-05-14,Periodic,1291000,5
7949,2528,124,96,2024-11-12,Repair,7294000,3
7950,2528,124,96,2025-02-12,Repair,7292000,4
7951,2407,136,1,2023-10-22,Periodic,633000,5
7952,2407,136,1,2023-11-25,Warranty,176000,5
7953,2407,136,1,2024-08-21,Warranty,383000,5
7954,2867,122,99,2025-08-25,Periodic,1073000,5
7955,2867,122,99,2025-01-26,Body & Paint,3554000,5
7956,4217,102,77,2021-05-28,Periodic,1000000,4
7957,4217,102,77,2022-09-10,Periodic,1629000,4
7958,4390,177,81,2025-09-20,Periodic,670000,1
7959,1674,106,52,2025-11-18,Periodic,1554000,4
7960,4643,147,55,2023-11-01,Repair,5487000,3
7961,4021,112,60,2024-06-22,Periodic,1753000,2
