financing_id,transaction_id,financing_company,down_payment,loan_amount,tenor_months,interest_rate,installment_amount
9434,500629,BCA Finance,99000000,199479000,12,3.72,17241000
9435,500630,Mandiri Tunas Finance,103000000,310808000,24,7.70,14944000
9436,500632,Adira Finance,267200000,535885000,36,6.59,17828000
9437,500633,BFI Finance,107200000,308273000,48,9.48,8857000
9438,500634,BCA Finance,71900000,178738000,48,5.52,4545000
9439,500635,Mandiri Tunas Finance,66700000,244100000,24,5.34,11257000
9440,500636,BCA Finance,89100000,211932000,36,7.88,7278000
9441,500637,Mandiri Tunas Finance,57500000,196357000,12,7.70,17623000
9442,500638,BCA Finance,128600000,283543000,12,5.74,24984000
9443,500639,Maybank Finance,70100000,249913000,36,4.35,7847000
9444,500640,Adira Finance,110600000,336952000,12,7.42,30162000
9445,500641,BCA Finance,114500000,335605000,48,4.32,8199000
9446,500642,BCA Finance,99000000,276735000,36,4.61,8750000
9447,500643,Astra Credit,256000000,567842000,48,9.29,16226000
9448,500647,Astra Credit,246300000,494292000,48,8.39,13753000
9449,500651,BFI Finance,56000000,201742000,36,9.11,7135000
9450,500652,FIFGROUP,95400000,214179000,36,7.77,7336000
9451,500653,Maybank Finance,96200000,261886000,12,3.90,22674000
9452,500654,Mandiri Tunas Finance,166100000,570718000,36,9.12,20190000
9453,500656,BFI Finance,78900000,245553000,48,6.13,6370000
9454,500657,Mandiri Tunas Finance,94100000,199606000,60,4.13,4013000
9455,500658,FIFGROUP,71200000,150689000,48,7.11,4032000
9456,500660,Maybank Finance,217300000,635513000,24,5.46,29371000
9457,500662,Mandiri Tunas Finance,157400000,441889000,60,5.93,9548000
9458,500663,Astra Credit,82900000,315257000,24,9.45,15618000
9459,500664,Maybank Finance,78300000,196203000,12,7.54,17583000
9460,500665,Maybank Finance,340600000,1239929000,12,8.30,111903000
9461,500666,Maybank Finance,73300000,248600000,36,4.22,7779000
9462,500667,Adira Finance,44600000,165856000,36,7.57,5653000
9463,500668,BFI Finance,203400000,651078000,60,8.72,15582000
9464,500669,BFI Finance,266700000,534387000,48,7.51,14477000
9465,500671,Adira Finance,116000000,247303000,12,5.89,21822000
9466,500672,BCA Finance,62800000,228464000,36,5.45,7383000
9467,500677,Astra Credit,127600000,278993000,36,8.73,9779000
9468,500678,BFI Finance,222900000,487056000,12,8.39,43993000
9469,500679,BCA Finance,85300000,171776000,60,4.35,3485000
9470,500680,BCA Finance,192700000,667661000,36,8.68,23375000
9471,500681,Adira Finance,80500000,210320000,24,6.33,9872000
9472,500682,Mandiri Tunas Finance,107100000,206475000,48,7.03,5511000
9473,500683,Astra Credit,79500000,167586000,36,6.32,5537000
9474,500684,Adira Finance,154200000,526674000,60,4.87,10915000
9475,500687,BFI Finance,117100000,307364000,12,7.10,27432000
9476,500688,BCA Finance,99200000,353902000,48,5.66,9042000
9477,500689,Maybank Finance,131000000,500701000,12,5.85,44166000
9478,500691,BCA Finance,88100000,197725000,36,8.47,6887000
9479,500692,Mandiri Tunas Finance,278800000,548927000,24,7.45,26279000
9480,500693,Maybank Finance,124300000,290729000,60,5.54,6187000
9481,500695,Adira Finance,213900000,455097000,12,8.59,41182000
9482,500696,Adira Finance,49500000,156294000,36,4.39,4913000
9483,500697,Mandiri Tunas Finance,72700000,237212000,48,4.72,5874000
9484,500698,FIFGROUP,55600000,203141000,36,5.38,6553000
9485,500699,FIFGROUP,180700000,498953000,12,7.13,44544000
9486,500701,FIFGROUP,49600000,141542000,60,4.30,2866000
9487,500702,FIFGROUP,214600000,498131000,48,6.94,13258000
9488,500703,Adira Finance,362700000,809682000,36,4.10,25257000
9489,500705,Mandiri Tunas Finance,55400000,197902000,36,6.40,6552000
9490,500706,Mandiri Tunas Finance,132300000,529260000,48,7.23,14215000
9491,500707,Mandiri Tunas Finance,186400000,451295000,12,7.37,40379000
9492,500708,Adira Finance,260400000,561555000,12,7.15,50142000
9493,500709,FIFGROUP,76300000,236165000,24,6.75,11168000
9494,500710,Astra Credit,198000000,415719000,12,6.99,37064000
9495,500711,Adira Finance,236100000,611940000,24,4.20,27639000
9496,500714,Mandiri Tunas Finance,75100000,256790000,48,4.08,6222000
9497,500715,Mandiri Tunas Finance,68100000,215505000,36,8.34,7484000
9498,500716,BFI Finance,88200000,220380000,48,7.72,6009000
9499,500717,Astra Credit,78800000,156964000,12,5.08,13744000
9500,500718,Maybank Finance,40900000,130151000,36,3.64,4010000
9501,500719,Mandiri Tunas Finance,101800000,214439000,24,3.80,9614000
9502,500720,BCA Finance,173900000,378325000,12,7.23,33806000
9503,500721,BFI Finance,60800000,211927000,24,4.33,9594000
9504,500723,Mandiri Tunas Finance,72000000,174087000,36,7.18,5877000
9505,500724,BCA Finance,62300000,120295000,60,6.76,2682000
9506,500725,Maybank Finance,67500000,248961000,12,4.21,21620000
9507,500727,FIFGROUP,190400000,416548000,48,4.17,10125000
9508,500729,Maybank Finance,99500000,211300000,12,4.43,18388000
9509,500730,Mandiri Tunas Finance,62900000,126355000,24,8.19,6127000
9510,500731,Maybank Finance,73700000,185263000,48,4.48,4551000
9511,500732,Astra Credit,56900000,212830000,36,3.56,6543000
9512,500733,Maybank Finance,228400000,438488000,12,3.65,37874000
9513,500734,BFI Finance,96100000,366215000,24,7.65,17593000
9514,500736,Maybank Finance,330500000,1254580000,12,8.29,113215000
9515,500737,BFI Finance,131300000,283618000,60,9.13,6884000
9516,500738,Maybank Finance,259600000,566573000,12,9.42,51662000
9517,500739,BFI Finance,59600000,161845000,12,6.46,14358000
9518,500740,Adira Finance,81200000,209065000,60,4.55,4277000
9519,500742,BCA Finance,202800000,502716000,60,5.32,10607000
9520,500743,Mandiri Tunas Finance,98400000,222945000,24,5.59,10327000
9521,500744,BFI Finance,125800000,332741000,12,5.43,29234000
9522,500745,Adira Finance,78200000,227383000,12,5.38,19968000
9523,500746,BFI Finance,61300000,148379000,12,8.59,13427000
9524,500748,Adira Finance,123000000,292695000,24,4.58,13312000
9525,500750,Astra Credit,73400000,150709000,12,5.39,13236000
9526,500751,Maybank Finance,182300000,436081000,24,5.49,20165000
9527,500752,BCA Finance,89100000,226584000,48,7.41,6119000
9528,500753,Maybank Finance,95700000,233082000,24,4.76,10636000
9529,500754,FIFGROUP,81000000,166530000,60,7.43,3806000
9530,500755,Astra Credit,196200000,480345000,36,4.51,15148000
9531,500757,Adira Finance,81800000,163954000,60,3.79,3250000
9532,500758,FIFGROUP,69200000,137371000,48,4.06,3326000
9533,500759,Maybank Finance,72500000,209773000,60,5.38,4436000
9534,500761,Astra Credit,79700000,206680000,24,6.48,9727000
9535,500762,Maybank Finance,79900000,172514000,60,4.16,3473000
9536,500763,FIFGROUP,45200000,167365000,60,7.91,3892000
9537,500764,BFI Finance,127000000,285476000,24,8.28,13864000
9538,500765,BFI Finance,63900000,173085000,12,4.37,15054000
9539,500766,Astra Credit,47000000,176776000,24,4.54,8034000
9540,500767,BCA Finance,109700000,291232000,60,4.09,5846000
9541,500768,BFI Finance,155600000,569563000,12,7.74,51137000
9542,500770,Astra Credit,80200000,226826000,24,8.06,10974000
9543,500771,Mandiri Tunas Finance,74100000,253350000,12,5.81,22339000
9544,500772,Adira Finance,64900000,180410000,36,7.51,6140000
9545,500773,BFI Finance,103800000,203448000,60,5.46,4316000
9546,500774,BCA Finance,188500000,419225000,48,4.34,10250000
9547,500776,FIFGROUP,77100000,235920000,12,8.29,21289000
9548,500777,BCA Finance,71800000,181058000,24,8.87,8882000
9549,500778,Adira Finance,276800000,532057000,36,5.06,17022000
9550,500779,Adira Finance,224700000,465942000,24,5.04,21371000
9551,500781,BFI Finance,51100000,142262000,24,4.91,6509000
9552,500784,BFI Finance,136400000,296944000,60,7.73,6861000
9553,500787,Maybank Finance,50100000,198207000,12,8.47,17916000
9554,500788,Maybank Finance,166900000,652724000,12,7.58,58516000
9555,500790,BFI Finance,846800000,1669015000,24,5.69,77456000
9556,500791,BFI Finance,58100000,201085000,36,5.25,6465000
9557,500792,BFI Finance,37300000,137747000,60,6.28,3016000
9558,500793,Mandiri Tunas Finance,90200000,279097000,12,8.01,25121000
9559,500795,Maybank Finance,85000000,173741000,48,9.33,4970000
9560,500797,FIFGROUP,68400000,241401000,60,9.11,5855000
9561,500798,Adira Finance,51800000,160432000,24,7.56,7695000
9562,500800,Adira Finance,55300000,163148000,36,4.45,5136000
9563,500801,BFI Finance,40600000,151763000,36,7.36,5146000
9564,500802,Mandiri Tunas Finance,90300000,169218000,36,5.23,5438000
9565,500807,BCA Finance,96300000,208950000,48,5.06,5234000
9566,500808,Maybank Finance,77200000,204518000,60,5.47,4340000
9567,500809,BFI Finance,118900000,311003000,36,6.68,10370000
9568,500810,FIFGROUP,205700000,642784000,48,3.93,15496000
9569,500811,FIFGROUP,104900000,223660000,36,8.71,7836000
9570,500812,BCA Finance,62600000,233548000,12,3.89,20219000
9571,500813,Mandiri Tunas Finance,73600000,195131000,60,9.22,4751000
9572,500814,Mandiri Tunas Finance,81100000,260891000,48,3.67,6233000
9573,500816,Maybank Finance,81800000,232996000,60,8.97,5624000
9574,500817,Mandiri Tunas Finance,61500000,136080000,12,6.77,12107000
9575,500820,Astra Credit,136400000,354886000,48,8.56,9924000
9576,500821,BFI Finance,72700000,254528000,24,5.68,11810000
9577,500824,BCA Finance,147900000,297765000,36,4.35,9350000
9578,500825,Adira Finance,84700000,233537000,12,8.56,21127000
9579,500827,Maybank Finance,72500000,243961000,12,3.76,21094000
9580,500830,FIFGROUP,76900000,147986000,24,7.63,7107000
9581,500831,Maybank Finance,45300000,150171000,24,8.33,7299000
9582,500832,Adira Finance,79100000,242800000,36,7.39,8239000
9583,500834,Maybank Finance,215500000,605345000,24,9.42,29974000
9584,500835,BFI Finance,160900000,345149000,24,8.55,16840000
9585,500836,BCA Finance,226900000,618254000,12,4.10,53633000
9586,500837,BFI Finance,49500000,171501000,12,4.18,14889000
9587,500838,BFI Finance,41700000,163650000,48,8.42,4557000
9588,500839,Astra Credit,107500000,220283000,36,4.83,7005000
9589,500840,Maybank Finance,196100000,407185000,60,4.54,8326000
9590,500841,Maybank Finance,95600000,312658000,60,6.52,6909000
9591,500842,Maybank Finance,50300000,165706000,48,7.52,4490000
9592,500843,FIFGROUP,266600000,604084000,24,7.64,29016000
9593,500844,BFI Finance,220800000,445422000,24,8.28,21632000
9594,500845,FIFGROUP,73400000,143383000,36,5.54,4644000
9595,500846,BCA Finance,258200000,537781000,48,6.17,13968000
9596,500849,BFI Finance,214200000,450024000,24,5.37,20764000
9597,500850,Mandiri Tunas Finance,133300000,311255000,36,6.84,10420000
9598,500852,Maybank Finance,62200000,154250000,12,8.98,14008000
9599,500853,Maybank Finance,58000000,125261000,12,6.08,11073000
9600,500856,BFI Finance,189300000,387567000,48,6.61,10209000
9601,500857,Astra Credit,123000000,269385000,60,5.41,5704000
9602,500859,Astra Credit,77400000,228516000,12,4.70,19938000
9603,500862,Adira Finance,58000000,212174000,24,4.08,9561000
9604,500863,Astra Credit,103300000,298964000,12,6.22,26463000
9605,500864,FIFGROUP,109100000,321469000,60,9.12,7800000
9606,500865,Astra Credit,212900000,401263000,48,5.13,10075000
9607,500866,Maybank Finance,86000000,224578000,24,5.41,10369000
9608,500867,Adira Finance,140400000,345780000,60,7.29,7863000
9609,500868,BCA Finance,71000000,143341000,24,4.08,6459000
9610,500870,Maybank Finance,65500000,214997000,60,4.14,4325000
9611,500873,BCA Finance,71200000,197198000,48,7.26,5301000
9612,500874,Adira Finance,66400000,244067000,24,5.22,11231000
9613,500875,FIFGROUP,129800000,341062000,36,6.18,11230000
9614,500876,Astra Credit,80300000,194647000,60,7.46,4454000
9615,500879,BFI Finance,58900000,203393000,24,7.35,9720000
9616,500881,Adira Finance,122900000,469840000,24,8.85,23041000
9617,500884,Astra Credit,146300000,336661000,24,8.39,16381000
9618,500885,FIFGROUP,52000000,136367000,60,6.49,3010000
9619,500887,BFI Finance,57800000,117358000,12,9.09,10668000
9620,500889,Mandiri Tunas Finance,110200000,386525000,12,4.87,33779000
9621,500890,Maybank Finance,191000000,404293000,24,5.52,18705000
9622,500892,Mandiri Tunas Finance,395300000,1389580000,60,6.19,30327000
9623,500896,Adira Finance,69400000,184235000,24,4.81,8414000
9624,500897,Maybank Finance,82600000,172478000,24,8.57,8418000
9625,500898,Adira Finance,51000000,180768000,36,6.75,6038000
9626,500899,FIFGROUP,75700000,248531000,36,7.62,8481000
9627,500900,BCA Finance,98200000,280421000,24,6.39,13177000
9628,500901,FIFGROUP,44500000,129659000,48,6.27,3378000
9629,500902,Maybank Finance,82900000,239999000,48,3.51,5701000
9630,500903,Maybank Finance,81400000,243830000,48,6.53,6406000
9631,500906,Mandiri Tunas Finance,95200000,328043000,60,8.65,7832000
9632,500908,Adira Finance,70100000,184090000,24,4.27,8325000
9633,500910,Adira Finance,140500000,329696000,48,6.03,8525000
9634,500912,Maybank Finance,97700000,229972000,24,7.09,10940000
9635,500913,BFI Finance,98700000,207327000,60,6.57,4590000
9636,500914,FIFGROUP,159300000,313893000,48,5.59,8001000
9637,500915,BFI Finance,170700000,453342000,36,4.30,14217000
9638,500917,FIFGROUP,89100000,338694000,48,6.14,8789000
9639,500918,BFI Finance,445100000,1109011000,36,8.94,39067000
9640,500920,Astra Credit,169900000,438824000,36,8.18,15180000
9641,500922,FIFGROUP,82300000,319076000,48,4.34,7801000
9642,500923,FIFGROUP,153700000,324155000,60,6.07,7042000
9643,500925,Maybank Finance,222600000,474924000,24,9.45,23528000
9644,500926,Mandiri Tunas Finance,265400000,606061000,36,8.72,21239000
9645,500927,Maybank Finance,91700000,347194000,48,8.55,9706000
9646,500928,Astra Credit,62500000,158501000,60,7.56,3640000
9647,500931,Adira Finance,216100000,593312000,60,7.10,13398000
9648,500932,Astra Credit,190000000,414062000,60,5.72,8874000
9649,500933,Astra Credit,78200000,177766000,60,7.39,4057000
9650,500934,Maybank Finance,54500000,150517000,60,7.00,3386000
9651,500935,Astra Credit,93200000,273877000,12,6.51,24308000
9652,500937,Maybank Finance,62100000,125712000,60,9.16,3054000
9653,500938,Mandiri Tunas Finance,57600000,224784000,12,8.50,20324000
9654,500941,Adira Finance,130000000,275594000,60,7.70,6361000
9655,500942,Maybank Finance,117800000,238843000,12,7.66,21428000
9656,500946,Mandiri Tunas Finance,179000000,623863000,36,6.00,20448000
9657,500947,BCA Finance,82900000,186941000,60,6.95,4198000
9658,500948,FIFGROUP,175800000,578667000,60,9.42,14186000
9659,500951,Mandiri Tunas Finance,231000000,468966000,48,9.01,13291000
9660,500952,Maybank Finance,103000000,208244000,48,4.82,5174000
9661,500953,Adira Finance,68600000,145852000,12,8.51,13188000
9662,500954,Adira Finance,95600000,331306000,60,4.90,6874000
9663,500959,Astra Credit,160400000,430675000,60,7.27,9787000
9664,500961,BCA Finance,97600000,187670000,24,5.24,8639000
9665,500964,Mandiri Tunas Finance,36500000,136438000,48,4.87,3396000
9666,500965,BCA Finance,76600000,204785000,12,7.44,18335000
9667,500966,Astra Credit,166000000,442280000,24,5.80,20566000
9668,500968,Astra Credit,127200000,312915000,12,6.23,27700000
9669,500969,BFI Finance,132900000,391242000,12,7.54,35061000
9670,500971,BCA Finance,213500000,419089000,48,8.84,11818000
9671,500973,Mandiri Tunas Finance,242200000,586748000,48,5.28,14805000
9672,500974,Maybank Finance,475000000,1534766000,48,5.25,38688000
9673,500975,Adira Finance,76400000,224521000,36,8.81,7885000
9674,500976,Adira Finance,93100000,191060000,60,8.98,4614000
9675,500977,BCA Finance,288900000,586557000,36,4.56,18522000
9676,500980,BCA Finance,102400000,221165000,36,4.57,6985000
9677,500981,BFI Finance,261700000,591335000,24,7.21,28191000
9678,500982,Astra Credit,356500000,1145996000,36,4.54,36168000
9679,500983,FIFGROUP,50900000,127255000,60,8.36,3007000
9680,500984,Adira Finance,478100000,1117414000,12,3.73,96591000
9681,500985,BCA Finance,43500000,142758000,24,4.42,6474000
9682,500986,FIFGROUP,116800000,354506000,48,4.14,8608000
9683,500990,Mandiri Tunas Finance,83100000,227145000,60,7.88,5277000
9684,500991,Astra Credit,96500000,233725000,48,6.55,6145000
9685,500992,BFI Finance,159400000,526025000,60,9.20,12799000
9686,500994,Adira Finance,169500000,331665000,48,4.76,8225000
9687,500995,BFI Finance,130400000,275527000,60,5.71,5903000
9688,500996,BFI Finance,129000000,265494000,12,5.33,23303000
9689,500997,FIFGROUP,236800000,626669000,12,9.09,56969000
9690,500999,BFI Finance,168800000,615637000,36,7.74,21071000
9691,501001,FIFGROUP,120000000,355857000,12,7.72,31944000
9692,501002,FIFGROUP,230500000,630194000,36,7.65,21522000
9693,501003,FIFGROUP,54300000,139395000,12,6.22,12338000
9694,501005,Maybank Finance,91500000,327747000,36,8.80,11507000
9695,501006,FIFGROUP,120400000,387869000,12,8.49,35066000
9696,501007,Astra Credit,55300000,184904000,48,7.09,4944000
9697,501008,Astra Credit,90200000,333487000,24,3.71,14926000
9698,501010,Maybank Finance,204400000,669392000,36,9.42,23848000
9699,501011,FIFGROUP,89200000,185414000,12,9.48,16915000
9700,501012,Mandiri Tunas Finance,77300000,204418000,24,5.91,9524000
9701,501013,Maybank Finance,70300000,248048000,36,7.62,8465000
9702,501015,Adira Finance,65700000,125886000,36,4.03,3919000
9703,501017,Adira Finance,45700000,146663000,12,7.55,13144000
9704,501020,Adira Finance,70100000,150235000,24,4.74,6853000
9705,501021,Astra Credit,54300000,168033000,60,5.20,3528000
9706,501023,Maybank Finance,246200000,617824000,48,3.93,14894000
9707,501026,BCA Finance,107600000,350164000,60,7.25,7951000
9708,501027,Adira Finance,74600000,249076000,36,7.92,8562000
9709,501028,Adira Finance,58300000,127181000,48,9.02,3605000
9710,501029,Adira Finance,220400000,631747000,60,7.79,14630000
9711,501030,Astra Credit,138200000,463642000,48,4.43,11370000
9712,501031,Adira Finance,102000000,210465000,60,3.97,4204000
9713,501032,FIFGROUP,72000000,183078000,12,7.70,16431000
9714,501033,BCA Finance,468600000,894147000,12,8.71,81002000
9715,501035,Maybank Finance,266000000,553624000,60,7.95,12894000
9716,501037,Maybank Finance,69700000,156740000,24,5.66,7270000
9717,501040,Astra Credit,69400000,257939000,12,8.46,23313000
9718,501042,Mandiri Tunas Finance,95700000,351075000,60,7.00,7899000
9719,501043,Mandiri Tunas Finance,147700000,304847000,60,4.88,6320000
9720,501045,BCA Finance,42300000,137631000,36,8.06,4747000
9721,501047,Astra Credit,107800000,392588000,36,4.04,12226000
9722,501049,Adira Finance,63800000,247999000,60,6.63,5503000
9723,501050,Mandiri Tunas Finance,113700000,314094000,36,6.49,10423000
9724,501051,BCA Finance,80800000,320909000,36,7.01,10788000
9725,501052,Mandiri Tunas Finance,148600000,310829000,48,4.96,7760000
9726,501055,Maybank Finance,101800000,305348000,12,9.33,27819000
